#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
304576	1870	5925	108202	111860	-	RP11-174I10.1	E2F2	RB1	E2F-2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Lee C (2002)	12502741	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304577	10131	5925	115435	111860	-	RP11-174I10.1	TRAP1	RB1	HSP 75|HSP75|HSP90L|TRAP-1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Chen CF (1996)	8756626	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304578	10131	5925	115435	111860	-	RP11-174I10.1	TRAP1	RB1	HSP 75|HSP75|HSP90L|TRAP-1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Chen CF (1996)	8756626	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304579	5925	10131	111860	115435	RP11-174I10.1	-	RB1	TRAP1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HSP 75|HSP75|HSP90L|TRAP-1	Affinity Capture-Western	physical	Chen CF (1996)	8756626	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304580	5925	9321	111860	114732	RP11-174I10.1	-	RB1	TRIP11	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230	Two-hybrid	physical	Chang KH (1997)	9256431	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304582	5925	9321	111860	114732	RP11-174I10.1	-	RB1	TRIP11	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230	Affinity Capture-Western	physical	Chang KH (1997)	9256431	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304584	9321	5925	114732	111860	-	RP11-174I10.1	TRIP11	RB1	ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Chang KH (1997)	9256431	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304586	5925	7343	111860	113190	RP11-174I10.1	-	RB1	UBTF	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NOR-90|UBF|UBF-1|UBF1|UBF2	Affinity Capture-Western	physical	Hannan KM (2000)	11042686	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304587	7343	5925	113190	111860	-	RP11-174I10.1	UBTF	RB1	NOR-90|UBF|UBF-1|UBF1|UBF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Hannan KM (2000)	11042686	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304588	7343	5925	113190	111860	-	RP11-174I10.1	UBTF	RB1	NOR-90|UBF|UBF-1|UBF1|UBF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Hannan KM (2000)	11042686	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304589	5925	7343	111860	113190	RP11-174I10.1	-	RB1	UBTF	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NOR-90|UBF|UBF-1|UBF1|UBF2	Reconstituted Complex	physical	Hannan KM (2000)	11042686	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304590	5925	196	111860	106699	RP11-174I10.1	-	RB1	AHR	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	bHLHe76	Affinity Capture-Western	physical	Ge NL (1998)	9712901	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304591	5925	405	111860	106898	RP11-174I10.1	-	RB1	ARNT	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2	Affinity Capture-Western	physical	Ge NL (1998)	9712901	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304592	196	5925	106699	111860	-	RP11-174I10.1	AHR	RB1	bHLHe76	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Ge NL (1998)	9712901	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304593	196	5925	106699	111860	-	RP11-174I10.1	AHR	RB1	bHLHe76	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Ge NL (1998)	9712901	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304596	26574	5925	117743	111860	HSPC277	RP11-174I10.1	AATF	RB1	BFR2|CHE-1|CHE1|DED	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Fanciulli M (2000)	10783144	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304597	26574	5925	117743	111860	HSPC277	RP11-174I10.1	AATF	RB1	BFR2|CHE-1|CHE1|DED	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Fanciulli M (2000)	10783144	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304598	5925	26574	111860	117743	RP11-174I10.1	HSPC277	RB1	AATF	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BFR2|CHE-1|CHE1|DED	Affinity Capture-Western	physical	Fanciulli M (2000)	10783144	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304599	5925	26574	111860	117743	RP11-174I10.1	HSPC277	RB1	AATF	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BFR2|CHE-1|CHE1|DED	Reconstituted Complex	physical	Fanciulli M (2000)	10783144	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304600	5925	367	111860	106862	RP11-174I10.1	RP11-383C12.1	RB1	AR	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	Reconstituted Complex	physical	Yeh S (1998)	9675141	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304601	5925	367	111860	106862	RP11-174I10.1	RP11-383C12.1	RB1	AR	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	Two-hybrid	physical	Yeh S (1998)	9675141	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304602	9984	5925	115305	111860	-	RP11-174I10.1	THOC1	RB1	HPR1|P84|P84N5	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Durfee T (1994)	7525595	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304605	5925	8900	111860	114417	RP11-174I10.1	-	RB1	CCNA1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CT146	Reconstituted Complex	physical	Yang R (1999)	10022926	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304608	8900	5925	114417	111860	-	RP11-174I10.1	CCNA1	RB1	CT146	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Yang R (1999)	10022926	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314198	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Reconstituted Complex	physical	Wu CL (1995)	7739537	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314201	5925	7027	111860	112885	RP11-174I10.1	RP11-230F18.1	RB1	TFDP1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	DP1|DRTF1|Dp-1	Affinity Capture-Western	physical	Wu CL (1995)	7739537	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314202	5925	7029	111860	112887	RP11-174I10.1	RP11-271K21.11	RB1	TFDP2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	DP2	Affinity Capture-Western	physical	Wu CL (1995)	7739537	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
314703	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Two-hybrid	physical	Taniura H (1998)	9422723	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316611	5925	10741	111860	115964	RP11-174I10.1	-	RB1	RBBP9	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BOG|RBBP10	Two-hybrid	physical	Woitach JT (1998)	9697699	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316612	5925	10741	111860	115964	RP11-174I10.1	-	RB1	RBBP9	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BOG|RBBP10	Affinity Capture-Western	physical	Woitach JT (1998)	9697699	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316617	6872	5925	112735	111860	-	RP11-174I10.1	TAF1	RB1	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Shao Z (1997)	9242374	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316621	5925	6872	111860	112735	RP11-174I10.1	-	RB1	TAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	Reconstituted Complex	physical	Shao Z (1997)	9242374	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316626	5925	6908	111860	112771	RP11-174I10.1	RP1-191N21.3	RB1	TBP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GTF2D|GTF2D1|HDL4|SCA17|TFIID	Reconstituted Complex	physical	Shao Z (1997)	9242374	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316632	5925	2972	111860	109227	RP11-174I10.1	-	RB1	BRF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BRF|BRF-1|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	Reconstituted Complex	physical	Sutcliffe JE (1999)	10330166	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316639	5925	2972	111860	109227	RP11-174I10.1	-	RB1	BRF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BRF|BRF-1|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	Affinity Capture-Western	physical	Sutcliffe JE (1999)	10330166	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316648	5925	5245	111860	111264	RP11-174I10.1	-	RB1	PHB	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HEL-215|HEL-S-54e|PHB1	Reconstituted Complex	physical	Wang S (1999)	10376528	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316652	5925	5245	111860	111264	RP11-174I10.1	-	RB1	PHB	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HEL-215|HEL-S-54e|PHB1	Affinity Capture-Western	physical	Wang S (1999)	10376528	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316656	7375	5925	113221	111860	-	RP11-174I10.1	USP4	RB1	UNP|Unph	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Blanchette P (2001)	11571651	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316659	7375	5925	113221	111860	-	RP11-174I10.1	USP4	RB1	UNP|Unph	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Blanchette P (2001)	11571651	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
327597	5932	5925	111867	111860	-	RP11-174I10.1	RBBP8	RB1	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Fusco C (1998)	9721205	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
327599	5925	5932	111860	111867	RP11-174I10.1	-	RB1	RBBP8	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	Affinity Capture-Western	physical	Fusco C (1998)	9721205	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
334800	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Kimura H (2003)	12473678	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
334812	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Affinity Capture-Western	physical	Dai Y (2003)	12963846	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
335918	821622	5925	6954	111860	AT3G20740	RP11-174I10.1	FIE	RB1	FERTILIZATION-INDEPENDENT ENDOSPERM|FERTILIZATION-INDEPENDENT ENDOSPERM 1|FIE1|FIS3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Mosquna A (2004)	15221456	3702	9606	Low Throughput	-	-	-	-	-	BIOGRID
335919	821622	5925	6954	111860	AT3G20740	RP11-174I10.1	FIE	RB1	FERTILIZATION-INDEPENDENT ENDOSPERM|FERTILIZATION-INDEPENDENT ENDOSPERM 1|FIE1|FIS3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Mosquna A (2004)	15221456	3702	9606	Low Throughput	-	-	-	-	-	BIOGRID
338003	26013	5925	117486	111860	RP1-138B7.1	RP11-174I10.1	L3MBTL1	RB1	H-L(3)MBT|L3MBTL|ZC2HC3|dJ138B7.3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Trojer P (2007)	17540172	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
338005	83746	5925	123753	111860	RP4-756G23.4	RP11-174I10.1	L3MBTL2	RB1	H-l(3)mbt-l|L3MBT	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Trojer P (2007)	17540172	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
430961	6597	5925	112481	111860	-	RP11-174I10.1	SMARCA4	RB1	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Co-fractionation	physical	Reyes JC (1997)	9128241	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
449056	9212	5925	114646	111860	-	RP11-174I10.1	AURKB	RB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Nair JS (2009)	19225156	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
449057	9212	5925	114646	111860	-	RP11-174I10.1	AURKB	RB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Nair JS (2009)	19225156	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
449058	9212	5925	114646	111860	-	RP11-174I10.1	AURKB	RB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Nair JS (2009)	19225156	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
449059	1017	5925	107452	111860	-	RP11-174I10.1	CDK2	RB1	CDKN2|p33(CDK2)	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Nair JS (2009)	19225156	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
449060	1019	5925	107454	111860	-	RP11-174I10.1	CDK4	RB1	CMM3|PSK-J3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Nair JS (2009)	19225156	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
464149	5925	6597	111860	112481	RP11-174I10.1	-	RB1	SMARCA4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	Affinity Capture-Western	physical	Qiu Z (2008)	19081374	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
464150	3065	5925	109315	111860	RP4-811H24.2	RP11-174I10.1	HDAC1	RB1	GON-10|HD1|RPD3|RPD3L1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Qiu Z (2008)	19081374	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
470725	5925	367	111860	106862	RP11-174I10.1	RP11-383C12.1	RB1	AR	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	Affinity Capture-Western	physical	Gamble SC (2007)	16964284	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
470726	5925	5245	111860	111264	RP11-174I10.1	-	RB1	PHB	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HEL-215|HEL-S-54e|PHB1	Affinity Capture-Western	physical	Gamble SC (2007)	16964284	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
470969	4176	5925	110344	111860	-	RP11-174I10.1	MCM7	RB1	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Liu P (2006)	16912045	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
471085	5925	51341	111860	119488	RP11-174I10.1	-	RB1	ZBTB7A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|pokemon	Affinity Capture-Western	physical	Jeon BN (2008)	18801742	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
471086	51341	5925	119488	111860	-	RP11-174I10.1	ZBTB7A	RB1	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|pokemon	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Jeon BN (2008)	18801742	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472061	6502	5925	112393	111860	-	RP11-174I10.1	SKP2	RB1	FBL1|FBXL1|FLB1|p45	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Ji P (2004)	15469821	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472062	5925	6502	111860	112393	RP11-174I10.1	-	RB1	SKP2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	FBL1|FBXL1|FLB1|p45	Affinity Capture-Western	physical	Ji P (2004)	15469821	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472182	5925	8091	111860	113763	RP11-174I10.1	-	RB1	HMGA2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BABL|HMGI-C|HMGIC|LIPO|STQTL9	Affinity Capture-Western	physical	Fedele M (2006)	16766265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472183	5925	8091	111860	113763	RP11-174I10.1	-	RB1	HMGA2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BABL|HMGI-C|HMGIC|LIPO|STQTL9	Reconstituted Complex	physical	Fedele M (2006)	16766265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472184	5925	8091	111860	113763	RP11-174I10.1	-	RB1	HMGA2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BABL|HMGI-C|HMGIC|LIPO|STQTL9	Far Western	physical	Fedele M (2006)	16766265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472186	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Affinity Capture-Western	physical	Fedele M (2006)	16766265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472187	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Fedele M (2006)	16766265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
472188	1869	5925	108201	111860	-	RP11-174I10.1	E2F1	RB1	E2F-1|RBAP1|RBBP3|RBP3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Fedele M (2006)	16766265	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
478440	5925	10765	111860	115984	RP11-174I10.1	-	RB1	KDM5B	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CT31|JARID1B|PLU-1|PLU1|PPP1R98|PUT1|RBBP2H1A	Affinity Capture-Western	physical	Roesch A (2006)	16645588	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
478441	10765	5925	115984	111860	-	RP11-174I10.1	KDM5B	RB1	CT31|JARID1B|PLU-1|PLU1|PPP1R98|PUT1|RBBP2H1A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Roesch A (2006)	16645588	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
479090	5932	5925	111867	111860	-	RP11-174I10.1	RBBP8	RB1	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Liu F (2006)	16581787	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
480840	5055	5925	111092	111860	-	RP11-174I10.1	SERPINB2	RB1	HsT1201|PAI|PAI-2|PAI2|PLANH2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Macaluso M (2006)	16397580	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
480842	5925	5055	111860	111092	RP11-174I10.1	-	RB1	SERPINB2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HsT1201|PAI|PAI-2|PAI2|PLANH2	Affinity Capture-Western	physical	Macaluso M (2006)	16397580	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
485679	23741	5925	117243	111860	PNAS-22	RP11-174I10.1	EID1	RB1	C15orf3|CRI1|EID-1|IRO45620|PTD014|RBP21	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Bavner A (2002)	11964378	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
486245	5925	1786	111860	108123	RP11-174I10.1	-	RB1	DNMT1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	Reconstituted Complex	physical	Pradhan S (2002)	11847125	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
486246	1786	5925	108123	111860	-	RP11-174I10.1	DNMT1	RB1	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Pradhan S (2002)	11847125	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
486247	1869	5925	108201	111860	-	RP11-174I10.1	E2F1	RB1	E2F-1|RBAP1|RBBP3|RBP3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Brown VD (2002)	11839806	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
486248	3065	5925	109315	111860	RP4-811H24.2	RP11-174I10.1	HDAC1	RB1	GON-10|HD1|RPD3|RPD3L1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Brown VD (2002)	11839806	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
503179	9682	5925	115035	111860	-	RP11-174I10.1	KDM4A	RB1	JHDM3A|JMJD2|JMJD2A|TDRD14A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Gray SG (2005)	15927959	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
503180	9682	5925	115035	111860	-	RP11-174I10.1	KDM4A	RB1	JHDM3A|JMJD2|JMJD2A|TDRD14A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Gray SG (2005)	15927959	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
504569	6774	5925	112651	111860	-	RP11-174I10.1	STAT3	RB1	ADMIO|APRF|HIES	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Barre B (2005)	15677471	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
504570	5925	6774	111860	112651	RP11-174I10.1	-	RB1	STAT3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ADMIO|APRF|HIES	Affinity Capture-Western	physical	Barre B (2005)	15677471	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
504571	5925	6774	111860	112651	RP11-174I10.1	-	RB1	STAT3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ADMIO|APRF|HIES	Co-localization	physical	Barre B (2005)	15677471	9606	9606	Low Throughput	-	-	-	ChIP	-	BIOGRID
504572	6774	5925	112651	111860	-	RP11-174I10.1	STAT3	RB1	ADMIO|APRF|HIES	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Barre B (2005)	15677471	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
504599	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Affinity Capture-Western	physical	De Blasio A (2005)	15670817	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505069	595	5925	107067	111860	-	RP11-174I10.1	CCND1	RB1	BCL1|D11S287E|PRAD1|U21B31	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Chan HM (2001)	11593423	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505070	3066	5925	109316	111860	-	RP11-174I10.1	HDAC2	RB1	HD2|RPD3|YAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Chan HM (2001)	11593423	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505095	5925	3065	111860	109315	RP11-174I10.1	RP4-811H24.2	RB1	HDAC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Khan MM (2001)	11583987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505096	5925	3066	111860	109316	RP11-174I10.1	-	RB1	HDAC2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HD2|RPD3|YAF1	Affinity Capture-Western	physical	Khan MM (2001)	11583987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
