plate	position	well	score	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	GeneID	Entrez_gene_ID
3	296	M08	0.35	sample	sample	3212910	2724430	2558350	2724430	2831896.66666667	1.11	1.01	1.08	0.152	0.016	0.11	NA	NA
3	91	D19	0.35	sample	sample	3108610	2879630	2922180	2922180	2970140	1.08	1.07	1.23	0.105	0.096	0.302	NA	NA
2	259	K19	0.35	sample	sample	2858860	2516670	2423120	2516670	2599550	1.1	1.04	1.08	0.143	0.061	0.108	DAPK3	1613
3	212	I20	0.34	sample	sample	3104760	2762900	2600470	2762900	2822710	1.07	1.03	1.1	0.103	0.037	0.133	NA	NA
3	37	B13	0.34	sample	sample	3070380	2884980	2675330	2884980	2876896.66666667	1.06	1.07	1.13	0.087	0.099	0.174	NA	NA
2	253	K13	0.33	sample	sample	2556010	2581290	2435150	2556010	2524150	0.987	1.07	1.08	-0.018	0.097	0.116	CRK7	51755
3	370	P10	0.33	sample	sample	3364830	2764470	2547800	2764470	2892366.66666667	1.16	1.03	1.07	0.219	0.038	0.104	NA	NA
3	211	I19	0.33	sample	sample	3097040	2852470	2549940	2852470	2833150	1.07	1.06	1.08	0.099	0.083	0.105	NME4	4833
3	278	L14	0.33	sample	sample	3047780	2950760	2546260	2950760	2848266.66666667	1.05	1.1	1.07	0.076	0.132	0.103	NA	NA
3	142	F22	0.33	sample	sample	3095290	2905730	2462340	2905730	2821120	1.07	1.08	1.04	0.098	0.109	0.055	NA	NA
1	303	M15	0.33	sample	sample	2374110	2436810	2187770	2374110	2332896.66666667	1.06	1.11	1.07	0.091	0.155	0.102	MIDORI	57538
2	303	M15	0.33	sample	sample	2892920	2578410	2371360	2578410	2614230	1.12	1.07	1.06	0.16	0.096	0.077	RPS6KA6	27330
3	135	F15	0.33	sample	sample	3327410	2806200	2544790	2806200	2892800	1.15	1.04	1.07	0.203	0.059	0.102	NA	NA
3	256	K16	0.33	sample	sample	3138070	2878000	2432070	2878000	2816046.66666667	1.09	1.07	1.03	0.118	0.096	0.037	NA	NA
3	141	F21	0.33	sample	sample	3016520	3039430	2544170	3016520	2866706.66666667	1.04	1.13	1.07	0.061	0.174	0.102	NA	NA
2	223	J07	0.32	sample	sample	2773280	2576500	2346120	2576500	2565300	1.07	1.07	1.04	0.099	0.095	0.062	PRKR	5610
2	287	L23	0.32	allstar	allstar	2718590	2576160	2558160	2576160	2617636.66666667	1.05	1.07	1.14	0.071	0.094	0.187	NA	NA
3	262	K22	0.32	sample	sample	2994690	2875140	2769030	2875140	2879620	1.04	1.07	1.17	0.051	0.094	0.224	NA	NA
1	370	P10	0.32	sample	sample	2322210	2334610	2307170	2322210	2321330	1.04	1.07	1.13	0.059	0.093	0.179	MATK	4145
1	125	F05	0.31	sample	sample	2383590	2210910	2179960	2210910	2258153.33333333	1.07	1.01	1.07	0.096	0.015	0.097	RELA	5970
2	197	I05	0.31	sample	sample	2759100	2316970	2448630	2448630	2508233.33333333	1.07	0.96	1.09	0.092	-0.059	0.124	PI4K2B	55300
1	345	O09	0.3	sample	sample	2697080	2160340	2176690	2176690	2344703.33333333	1.21	0.987	1.07	0.275	-0.019	0.095	PLK2	10769
2	226	J10	0.3	sample	sample	2808800	2565040	2364580	2565040	2579473.33333333	1.08	1.06	1.05	0.118	0.088	0.073	GTF2H1	2965
1	36	B12	0.3	sample	sample	2217550	2397800	2175280	2217550	2263543.33333333	0.995	1.1	1.07	-0.008	0.132	0.094	TESK2	10420
1	166	G22	0.3	sample	sample	2372300	2290900	2293680	2293680	2318960	1.06	1.05	1.13	0.089	0.066	0.17	PRKG1	5592
3	69	C21	0.3	sample	sample	2867360	3030300	2528930	2867360	2808863.33333333	0.992	1.13	1.07	-0.012	0.17	0.093	KHK	3795
1	182	H14	0.29	sample	sample	2345590	2321780	2195290	2321780	2287553.33333333	1.05	1.06	1.08	0.073	0.085	0.107	ULK2	9706
1	181	H13	0.29	sample	sample	2367040	2294640	2170010	2294640	2277230	1.06	1.05	1.06	0.086	0.068	0.09	PRKAG1	5571
1	52	C04	0.29	sample	sample	2513880	2176260	2168880	2176260	2286340	1.13	0.994	1.06	0.173	-0.008	0.09	FLJ32685	152110
1	304	M16	0.29	sample	sample	2441380	2319400	2160180	2319400	2306986.66666667	1.09	1.06	1.06	0.131	0.084	0.084	HCK	3055
1	269	L05	0.29	sample	sample	2365240	2420250	2051970	2365240	2279153.33333333	1.06	1.11	1.01	0.085	0.145	0.01	EFNA4	1945
1	366	P06	0.28	sample	sample	2458490	2316990	2156070	2316990	2310516.66666667	1.1	1.06	1.06	0.141	0.082	0.081	PRKACB	5567
3	295	M07	0.28	sample	sample	2931400	2847880	2627880	2847880	2802386.66666667	1.01	1.06	1.11	0.02	0.08	0.148	GK2	2712
3	10	A10	0.27	sample	sample	3058960	2999720	2495040	2999720	2851240	1.06	1.11	1.05	0.081	0.155	0.074	NA	NA
2	29	B05	0.27	sample	sample	2851870	2533280	2382750	2533280	2589300	1.1	1.05	1.06	0.14	0.07	0.084	MAP2K6	5608
3	150	G06	0.27	sample	sample	3057160	2868190	2427870	2868190	2784406.66666667	1.06	1.06	1.02	0.08	0.091	0.034	NA	NA
2	344	O08	0.27	sample	sample	2735530	2439880	2440760	2440760	2538723.33333333	1.06	1.01	1.09	0.08	0.016	0.119	NTRK3	4916
1	202	I10	0.26	sample	sample	2267490	2307250	2212480	2267490	2262406.66666667	1.02	1.05	1.09	0.024	0.076	0.118	AK7	122481
2	235	J19	0.26	sample	sample	2731990	2691560	2368520	2691560	2597356.66666667	1.06	1.12	1.05	0.078	0.158	0.076	ERBB4	2066
3	76	D04	0.25	sample	sample	3070090	2835970	2504650	2835970	2803570	1.06	1.05	1.06	0.087	0.074	0.079	NA	NA
2	179	H11	0.25	sample	sample	2728050	2622600	2288790	2622600	2546480	1.05	1.09	1.02	0.076	0.12	0.026	TAF1	6872
3	252	K12	0.25	sample	sample	2997080	2834770	2614720	2834770	2815523.33333333	1.04	1.05	1.1	0.052	0.074	0.141	NA	NA
3	155	G11	0.25	sample	sample	3146330	2833480	2418180	2833480	2799330	1.09	1.05	1.02	0.122	0.073	0.028	DGKD	8527
2	351	O15	0.25	sample	sample	2693920	2538060	2529550	2538060	2587176.66666667	1.04	1.05	1.13	0.057	0.073	0.17	OSR1	9943
1	377	P17	0.25	sample	sample	2345970	2301190	2195130	2301190	2280763.33333333	1.05	1.05	1.08	0.073	0.072	0.107	YES1	7525
2	320	N08	0.25	sample	sample	2693880	2554860	2370830	2554860	2539856.66666667	1.04	1.06	1.05	0.057	0.082	0.077	MAP4K1	11184
1	329	N17	0.25	sample	sample	2207840	2299780	2220130	2220130	2242583.33333333	0.99	1.05	1.09	-0.014	0.071	0.123	AIP1	9863
3	357	O21	0.24	sample	sample	3041270	2803410	2604560	2803410	2816413.33333333	1.05	1.04	1.1	0.073	0.058	0.136	FLT1	2321
1	86	D14	0.24	sample	sample	2401730	2287670	2147610	2287670	2279003.33333333	1.08	1.05	1.05	0.107	0.064	0.075	PIK3R2	5296
1	308	M20	0.24	sample	sample	2344090	2450480	2004240	2344090	2266270	1.05	1.12	0.983	0.072	0.163	-0.024	BMP2K	55589
3	329	N17	0.24	sample	sample	3038710	2674100	2531520	2674100	2748110	1.05	0.993	1.07	0.072	-0.01	0.095	NA	NA
1	19	A19	0.24	sample	sample	2343310	2320100	2050850	2320100	2238086.66666667	1.05	1.06	1.01	0.072	0.084	0.009	FER	2241
2	256	K16	0.24	sample	sample	2704580	2531700	2485500	2531700	2573926.66666667	1.04	1.05	1.11	0.063	0.069	0.145	TEC	7006
3	204	I12	0.23	sample	sample	3034880	2888030	2370150	2888030	2764353.33333333	1.05	1.07	1	0.07	0.101	0	NA	NA
2	78	D06	0.23	sample	sample	2753490	2529920	2343800	2529920	2542403.33333333	1.06	1.05	1.04	0.089	0.068	0.06	UMP-CMPK	51727
1	16	A16	0.23	sample	sample	2446970	2221480	2143320	2221480	2270590	1.1	1.02	1.05	0.134	0.022	0.073	MAP3K5	4217
2	305	M17	0.23	sample	sample	2712490	2780340	2356950	2712490	2616593.33333333	1.05	1.15	1.05	0.067	0.204	0.068	SRPK1	6732
2	347	O11	0.23	sample	sample	2560670	2525490	2364240	2525490	2483466.66666667	0.989	1.05	1.05	-0.016	0.066	0.073	CDKL4	344387
2	106	E10	0.22	sample	sample	2674800	2544810	2358950	2544810	2526186.66666667	1.03	1.05	1.05	0.047	0.077	0.07	LTK	4058
3	287	L23	0.22	allstar	allstar	3028260	2671370	2588510	2671370	2762713.33333333	1.05	0.992	1.09	0.067	-0.012	0.127	NA	NA
1	309	M21	0.22	sample	sample	2438800	2288010	2020320	2288010	2249043.33333333	1.09	1.05	0.991	0.129	0.064	-0.013	GRK1	6011
2	333	N21	0.22	sample	sample	2712550	2414840	2356780	2414840	2494723.33333333	1.05	1	1.05	0.067	0.001	0.068	STK32C	282974
2	329	N17	0.22	sample	sample	2836460	2372080	2355600	2372080	2521380	1.1	0.983	1.05	0.132	-0.025	0.068	CRKL	1399
3	371	P11	0.22	sample	sample	2990900	2814370	2909390	2909390	2904886.66666667	1.03	1.04	1.23	0.049	0.063	0.295	NA	NA
2	221	J05	0.21	sample	sample	2754460	2517590	2327240	2517590	2533096.66666667	1.06	1.04	1.04	0.089	0.061	0.05	MAP3K7IP1	10454
3	243	K03	0.21	sample	sample	2779720	2810150	2591570	2779720	2727146.66666667	0.961	1.04	1.09	-0.057	0.061	0.128	PASK	23178
1	162	G18	0.21	sample	sample	2477510	2131920	2132000	2132000	2247143.33333333	1.11	0.974	1.05	0.152	-0.038	0.065	LATS1	9113
3	280	L16	0.21	sample	sample	2798310	2858890	2479910	2798310	2712370	0.968	1.06	1.05	-0.047	0.086	0.065	NA	NA
1	281	L17	0.21	sample	sample	2326380	2084740	2458180	2326380	2289766.66666667	1.04	0.953	1.21	0.061	-0.07	0.27	CDK4	1019
3	84	D12	0.2	sample	sample	2882650	2806990	2591180	2806990	2760273.33333333	0.997	1.04	1.09	-0.004	0.06	0.128	NA	NA
3	382	P22	0.2	sample	sample	3015730	2774720	2741320	2774720	2843923.33333333	1.04	1.03	1.16	0.061	0.043	0.209	NA	NA
1	209	I17	0.2	sample	sample	2321490	2314060	2019460	2314060	2218336.66666667	1.04	1.06	0.991	0.058	0.08	-0.013	PRKCN	23683
3	263	K23	0.19	allstar	allstar	3010230	2635720	2859360	2859360	2835103.33333333	1.04	0.979	1.21	0.058	-0.031	0.27	NA	NA
1	244	K04	0.19	sample	sample	2362410	2204310	2124550	2204310	2230423.33333333	1.06	1.01	1.04	0.083	0.01	0.06	STK25	10494
2	173	H05	0.19	sample	sample	2742250	2507200	2285720	2507200	2511723.33333333	1.06	1.04	1.02	0.083	0.055	0.024	ATR	545
2	225	J09	0.19	sample	sample	2790510	2506640	2285090	2506640	2527413.33333333	1.08	1.04	1.02	0.108	0.055	0.024	RIPK3	11035
2	14	A14	0.18	sample	sample	2687430	2458920	2338690	2458920	2495013.33333333	1.04	1.02	1.04	0.054	0.027	0.057	MAPK11	5600
2	319	N07	0.18	sample	sample	2707270	2452650	2336330	2452650	2498750	1.05	1.02	1.04	0.065	0.023	0.056	PIP5K1C	23396
3	247	K07	0.18	sample	sample	3155100	2792780	2453000	2792780	2800293.33333333	1.09	1.04	1.03	0.126	0.052	0.049	TLK1	9874
1	94	D22	0.18	sample	sample	2312690	2213770	2317930	2312690	2281463.33333333	1.04	1.01	1.14	0.053	0.017	0.186	CPNE3	8895
2	108	E12	0.17	sample	sample	2601890	2499810	2331210	2499810	2477636.66666667	1.01	1.04	1.04	0.007	0.051	0.053	CASK	8573
3	368	P08	0.16	sample	sample	2769650	2783830	2484870	2769650	2679450	0.958	1.03	1.05	-0.062	0.048	0.068	NA	NA
1	5	A05	0.16	sample	sample	2306100	2245120	2137380	2245120	2229533.33333333	1.03	1.03	1.05	0.049	0.037	0.069	SYK	6850
2	355	O19	0.16	sample	sample	2589720	2507260	2324190	2507260	2473723.33333333	1	1.04	1.03	0	0.055	0.048	BMPR2	659
3	209	I17	0.15	sample	sample	2847780	2779100	2488950	2779100	2705276.66666667	0.985	1.03	1.05	-0.022	0.045	0.07	NTRK1	4914
2	232	J16	0.15	sample	sample	2955040	2489440	2213300	2489440	2552593.33333333	1.14	1.03	0.985	0.191	0.045	-0.022	PDK4	5166
1	332	N20	0.15	sample	sample	2239230	2369230	2106690	2239230	2238383.33333333	1	1.08	1.03	0.006	0.114	0.048	ROR2	4920
3	214	I22	0.15	sample	sample	2983940	2660420	2488970	2660420	2711110	1.03	0.988	1.05	0.046	-0.018	0.07	NA	NA
2	247	K07	0.14	sample	sample	2667590	2642250	2220250	2642250	2510030	1.03	1.09	0.988	0.043	0.131	-0.018	PDGFRB	5159
3	272	L08	0.14	sample	sample	2977760	2851870	2427830	2851870	2752486.66666667	1.03	1.06	1.02	0.043	0.082	0.034	NA	NA
3	294	M06	0.14	sample	sample	2977600	2744510	2460150	2744510	2727420	1.03	1.02	1.04	0.042	0.027	0.053	NA	NA
2	282	L18	0.14	sample	sample	2590480	2482740	2375790	2482740	2483003.33333333	1	1.03	1.06	0.001	0.041	0.08	PIK3C2B	5287
1	372	P12	0.14	sample	sample	2295460	2080430	2280670	2280670	2218853.33333333	1.03	0.951	1.12	0.042	-0.073	0.162	RPS6KB1	6198
3	378	P18	0.14	sample	sample	2975780	2763360	2614310	2763360	2784483.33333333	1.03	1.03	1.1	0.042	0.037	0.141	NA	NA
3	334	N22	0.14	sample	sample	2700470	2769730	2550160	2700470	2673453.33333333	0.934	1.03	1.08	-0.098	0.04	0.105	NA	NA
2	220	J04	0.13	sample	sample	2646090	2559700	2313760	2559700	2506516.66666667	1.02	1.06	1.03	0.032	0.085	0.042	PTK9L	11344
3	332	N20	0.13	sample	sample	3005200	2709940	2439570	2709940	2718236.66666667	1.04	1.01	1.03	0.056	0.009	0.041	NA	NA
1	51	C03	0.13	sample	sample	2290880	2308990	1834920	2290880	2144930	1.03	1.06	0.9	0.039	0.077	-0.152	ACVRL1	94
2	60	C12	0.13	sample	sample	2678020	2477570	2246820	2477570	2467470	1.03	1.03	1	0.049	0.038	-0.001	TBK1	29110
3	302	M14	0.13	sample	sample	2915070	2765290	2664610	2765290	2781656.66666667	1.01	1.03	1.12	0.012	0.038	0.168	NA	NA
1	339	O03	0.13	sample	sample	2290000	2118230	2196760	2196760	2201663.33333333	1.03	0.968	1.08	0.039	-0.047	0.108	RFP	5987
3	237	J21	0.13	sample	sample	3090200	2756470	2436400	2756470	2761023.33333333	1.07	1.02	1.03	0.096	0.033	0.039	NA	NA
1	376	P16	0.12	sample	sample	2246630	2510010	2093280	2246630	2283306.66666667	1.01	1.15	1.03	0.011	0.198	0.038	TTBK2	146057
2	371	P11	0.12	sample	sample	2483910	2582410	2307840	2483910	2458053.33333333	0.959	1.07	1.03	-0.06	0.098	0.038	TK2	7084
3	140	F20	0.12	sample	sample	2962620	2846360	2174440	2846360	2661140	1.02	1.06	0.917	0.035	0.08	-0.125	NA	NA
1	12	A12	0.11	sample	sample	2308500	2239370	1937040	2239370	2161636.66666667	1.04	1.02	0.95	0.05	0.033	-0.073	EEF2K	29904
1	222	J06	0.11	sample	sample	2275900	2237780	2238100	2238100	2250593.33333333	1.02	1.02	1.1	0.03	0.032	0.135	CKMT2	1160
1	236	J20	0.11	sample	sample	2279580	2242190	1994120	2242190	2171963.33333333	1.02	1.02	0.978	0.032	0.035	-0.032	STK36	27148
3	199	I07	0.11	sample	sample	3034340	2708070	2425760	2708070	2722723.33333333	1.05	1.01	1.02	0.07	0.008	0.033	CDKN2B	1030
1	211	I19	0.1	sample	sample	2333710	2233110	2062470	2233110	2209763.33333333	1.05	1.02	1.01	0.066	0.029	0.017	TTBK1	84630
2	365	P05	0.09	sample	sample	2639460	2417240	2593390	2593390	2550030	1.02	1	1.15	0.028	0.003	0.206	CAMKK1	84254
3	374	P14	0.09	sample	sample	2849830	2742430	2444760	2742430	2679006.66666667	0.986	1.02	1.03	-0.021	0.026	0.044	NA	NA
1	251	K11	0.09	sample	sample	2271030	2224730	2122010	2224730	2205923.33333333	1.02	1.02	1.04	0.027	0.024	0.058	PHKG2	5261
1	20	A20	0.08	sample	sample	2269010	2304300	1957080	2269010	2176796.66666667	1.02	1.05	0.96	0.025	0.074	-0.059	RPS6KA4	8986
3	8	A08	0.08	sample	sample	2927920	2739230	2493340	2739230	2720163.33333333	1.01	1.02	1.05	0.018	0.024	0.073	NA	NA
3	20	A20	0.08	sample	sample	2940950	2645920	2483430	2645920	2690100	1.02	0.982	1.05	0.025	-0.026	0.067	NA	NA
2	271	L07	0.08	sample	sample	2454290	2451870	2303520	2451870	2403226.66666667	0.948	1.02	1.02	-0.077	0.023	0.035	IKBKB	3551
1	132	F12	0.08	sample	sample	2279710	2223690	1991390	2223690	2164930	1.02	1.02	0.977	0.032	0.023	-0.033	SCAP1	8631
2	77	D05	0.07	sample	sample	2669020	2122260	2282900	2282900	2358060	1.03	0.879	1.02	0.044	-0.185	0.022	ALK	238
2	190	H22	0.07	sample	sample	2724880	2435890	2282140	2435890	2480970	1.05	1.01	1.02	0.074	0.014	0.022	DDR1	780
1	58	C10	0.07	sample	sample	2228020	2387270	2067370	2228020	2227553.33333333	0.999	1.09	1.01	-0.001	0.125	0.021	MLCK	91807
3	350	O14	0.06	sample	sample	2769360	2756000	2403700	2756000	2643020	0.958	1.02	1.01	-0.062	0.033	0.02	NA	NA
1	319	N07	0.06	sample	sample	2276330	2039630	2065920	2065920	2127293.33333333	1.02	0.932	1.01	0.03	-0.102	0.02	PI4KII	55361
2	188	H20	0.06	sample	sample	2622520	2444590	2218110	2444590	2428406.66666667	1.01	1.01	0.987	0.019	0.019	-0.019	PDGFRA	5156
2	174	H06	0.06	sample	sample	2869190	2442930	2255260	2442930	2522460	1.11	1.01	1	0.148	0.018	0.005	PKLR	5313
3	356	O20	0.06	sample	sample	2773510	2816630	2401710	2773510	2663950	0.959	1.05	1.01	-0.06	0.064	0.019	NA	NA
3	80	D08	0.06	sample	sample	3062110	2725210	2328640	2725210	2705320	1.06	1.01	0.982	0.083	0.017	-0.026	NA	NA
1	286	L22	0.06	sample	sample	2255410	2098220	2109230	2109230	2154286.66666667	1.01	0.959	1.03	0.017	-0.061	0.049	PTK6	5753
1	59	C11	0.05	sample	sample	2061260	2240210	2062340	2062340	2121270	0.924	1.02	1.01	-0.113	0.034	0.017	MASTL	84930
2	349	O13	0.05	sample	sample	2617120	2488310	2248620	2488310	2451350	1.01	1.03	1	0.016	0.044	0.001	KIAA2002	79834
1	302	M14	0.05	sample	sample	2231290	2306000	2059320	2231290	2198870	1	1.05	1.01	0.001	0.075	0.015	ALS2CR7	65061
2	142	F22	0.05	sample	sample	2613880	2244910	2288360	2288360	2382383.33333333	1.01	0.93	1.02	0.014	-0.104	0.026	CAMK4	814
2	330	N18	0.04	sample	sample	2724330	2433300	2262990	2433300	2473540	1.05	1.01	1.01	0.074	0.012	0.01	MET	4233
3	355	O19	0.04	sample	sample	2876050	2714440	2646480	2714440	2745656.66666667	0.995	1.01	1.12	-0.008	0.011	0.159	PRKACG	5568
2	89	D17	0.04	sample	sample	2608350	2507670	2143010	2507670	2419676.66666667	1.01	1.04	0.953	0.011	0.055	-0.069	DGKH	160851
3	257	K17	0.04	sample	sample	3076090	2713050	2333490	2713050	2707543.33333333	1.06	1.01	0.984	0.089	0.01	-0.023	CDK3	1018
3	34	B10	0.03	sample	sample	2850370	2711160	2411570	2711160	2657700	0.986	1.01	1.02	-0.021	0.009	0.024	NA	NA
3	134	F14	0.03	sample	sample	2909160	2874200	2368190	2874200	2717183.33333333	1.01	1.07	0.999	0.009	0.094	-0.002	NA	NA
1	15	A15	0.02	sample	sample	2177120	2218720	2048340	2177120	2148060	0.976	1.01	1	-0.034	0.02	0.007	PRKWNK2	65268
3	207	I15	0.02	sample	sample	2927900	2704700	2350480	2704700	2661026.66666667	1.01	1	0.991	0.018	0.006	-0.013	GALK2	2585
3	39	B15	0.02	sample	sample	2903090	2762530	2345280	2762530	2670300	1	1.03	0.989	0.006	0.037	-0.016	NA	NA
1	246	K06	0.02	sample	sample	2271690	1978030	2046480	2046480	2098733.33333333	1.02	0.904	1	0.027	-0.146	0.006	CDC7	8317
1	68	C20	0.02	sample	sample	2165760	2196880	2056830	2165760	2139823.33333333	0.971	1	1.01	-0.042	0.005	0.013	TRPM6	140803
2	54	C06	0.02	sample	sample	2674570	2420890	2220460	2420890	2438640	1.03	1	0.988	0.047	0.005	-0.018	LRRK1	79705
1	32	B08	0.02	sample	sample	2029340	2195700	2063710	2063710	2096250	0.91	1	1.01	-0.136	0.005	0.018	NLK	51701
2	370	P10	0.01	sample	sample	2587730	2709180	2253590	2587730	2516833.33333333	1	1.12	1	-0.001	0.167	0.004	NRK	203447
3	116	E20	0.01	sample	sample	2898150	3280000	2156520	2898150	2778223.33333333	1	1.22	0.91	0.003	0.284	-0.137	NA	NA
3	270	L06	0.01	sample	sample	2897950	2930190	2267990	2897950	2698710	1	1.09	0.957	0.003	0.122	-0.064	NA	NA
3	351	O15	0	sample	sample	3414350	2694970	2360690	2694970	2823336.66666667	1.18	1	0.996	0.24	0.001	-0.006	IPMK	253430
1	349	O13	0	sample	sample	2137330	2189100	2116830	2137330	2147753.33333333	0.959	1	1.04	-0.061	0	0.055	MARK2	2011
2	202	I10	0	sample	sample	2457340	2413160	2331890	2413160	2400796.66666667	0.949	1	1.04	-0.075	0	0.053	STK22B	23617
2	374	P14	0	sample	sample	2420090	2412920	2320550	2412920	2384520	0.935	1	1.03	-0.097	0	0.046	MARK4	57787
2	211	I19	0	sample	sample	2587980	2442910	2200360	2442910	2410416.66666667	1	1.01	0.979	0	0.018	-0.031	TYK2	7297
3	345	O09	0	sample	sample	3318000	2661820	2369600	2661820	2783140	1.15	0.988	0.999	0.199	-0.017	-0.001	STK19	8859
3	310	M22	0	sample	sample	2880290	2692010	2498030	2692010	2690110	0.996	0.999	1.05	-0.005	-0.001	0.075	NA	NA
3	307	M19	0	sample	sample	2889320	2623960	2569510	2623960	2694263.33333333	0.999	0.974	1.08	-0.001	-0.038	0.116	MST1R	4486
2	5	A05	0	sample	sample	2554270	2439350	2245490	2439350	2413036.66666667	0.987	1.01	0.999	-0.019	0.016	-0.001	AURKB	9212
3	372	P12	-0.01	sample	sample	2838620	2690060	2542080	2690060	2690253.33333333	0.982	0.999	1.07	-0.027	-0.002	0.101	NA	NA
1	214	I22	-0.01	sample	sample	2261660	2130880	2034870	2130880	2142470	1.01	0.974	0.998	0.021	-0.039	-0.002	DGKB	1607
1	344	O08	-0.01	sample	sample	2106570	2183600	2105530	2106570	2131900	0.945	0.998	1.03	-0.082	-0.003	0.047	ERK8	225689
1	50	C02	-0.01	sicon1	sicon1	3217600	2183390	1832290	2183390	2411093.33333333	1.44	0.998	0.899	0.529	-0.003	-0.154	NA	NA
3	30	B06	-0.01	sample	sample	2882530	2920010	2316790	2882530	2706443.33333333	0.997	1.08	0.977	-0.004	0.116	-0.033	NA	NA
3	377	P17	-0.02	sample	sample	2725230	2685110	2377810	2685110	2596050	0.943	0.997	1	-0.085	-0.004	0.004	NA	NA
2	293	M05	-0.02	sample	sample	2614140	2401490	2239900	2401490	2418510	1.01	0.995	0.997	0.014	-0.007	-0.005	MAP3K1	4214
3	17	A17	-0.02	sample	sample	3095170	2682110	2349800	2682110	2709026.66666667	1.07	0.996	0.991	0.098	-0.006	-0.013	PSKH2	85481
3	159	G15	-0.02	sample	sample	2895460	2619480	2358280	2619480	2624406.66666667	1	0.973	0.995	0.002	-0.04	-0.008	MGC45428	166614
1	74	D02	-0.03	sicon1	sicon1	2497330	2002550	2026500	2026500	2175460	1.12	0.915	0.994	0.164	-0.128	-0.008	NA	NA
1	352	O16	-0.04	sample	sample	2211730	2199750	1939300	2199750	2116926.66666667	0.992	1.01	0.951	-0.012	0.007	-0.072	IRAK4	51135
3	27	B03	-0.04	sample	sample	2884070	2581530	2348700	2581530	2604766.66666667	0.998	0.958	0.991	-0.004	-0.061	-0.014	NA	NA
1	228	J12	-0.04	sample	sample	2209400	2314780	2015420	2209400	2179866.66666667	0.991	1.06	0.989	-0.013	0.081	-0.016	PRKWNK3	65267
3	77	D05	-0.05	sample	sample	3075430	2667320	2230660	2667320	2657803.33333333	1.06	0.99	0.941	0.089	-0.014	-0.088	NA	NA
1	373	P13	-0.05	sample	sample	2206680	2197760	1941950	2197760	2115463.33333333	0.99	1	0.953	-0.015	0.006	-0.07	TYRO3	7301
3	358	O22	-0.05	sample	sample	2793850	2665120	2384840	2665120	2614603.33333333	0.966	0.989	1.01	-0.049	-0.015	0.008	NA	NA
1	271	L07	-0.06	sample	sample	2203630	2188070	1987370	2188070	2126356.66666667	0.988	1	0.975	-0.017	0	-0.036	ADCK1	57143
2	61	C13	-0.06	sample	sample	2560300	2317540	2219030	2317540	2365623.33333333	0.989	0.96	0.987	-0.016	-0.058	-0.019	EGFR	1956
2	298	M10	-0.06	sample	sample	2743990	2125320	2218960	2218960	2362756.66666667	1.06	0.881	0.987	0.084	-0.183	-0.019	CDK6	1021
1	184	H16	-0.06	sample	sample	2132780	2162220	2015990	2132780	2103663.33333333	0.957	0.988	0.989	-0.064	-0.017	-0.016	MGC8407	79012
3	271	L07	-0.07	sample	sample	2723070	2656030	2380110	2656030	2586403.33333333	0.942	0.986	1	-0.086	-0.02	0.006	NA	NA
3	133	F13	-0.07	sample	sample	2916330	2384650	2335620	2384650	2545533.33333333	1.01	0.885	0.985	0.012	-0.176	-0.022	NA	NA
2	69	C21	-0.07	sample	sample	2556380	2256630	2213690	2256630	2342233.33333333	0.987	0.935	0.985	-0.018	-0.097	-0.022	DAPK2	23604
2	124	F04	-0.07	sample	sample	2549550	2319300	2294030	2319300	2387626.66666667	0.985	0.961	1.02	-0.022	-0.057	0.029	CSNK1A1	1452
3	179	H11	-0.08	sample	sample	2871750	2651920	2321210	2651920	2614960	0.993	0.985	0.979	-0.01	-0.022	-0.031	NA	NA
3	259	K19	-0.08	sample	sample	2912340	2587830	2331710	2587830	2610626.66666667	1.01	0.961	0.983	0.01	-0.058	-0.024	PDPK1	5170
1	93	D21	-0.08	sample	sample	2123810	2152170	2108550	2123810	2128176.66666667	0.953	0.983	1.03	-0.07	-0.024	0.049	GSK3A	2931
2	165	G21	-0.09	sample	sample	2551410	2371340	2200950	2371340	2374566.66666667	0.986	0.983	0.979	-0.021	-0.025	-0.03	ICK	22858
2	209	I17	-0.09	sample	sample	2612600	2370440	2081210	2370440	2354750	1.01	0.982	0.926	0.013	-0.026	-0.111	DYRK3	8444
2	255	K15	-0.09	sample	sample	2627200	2369360	1982470	2369360	2326343.33333333	1.01	0.982	0.882	0.021	-0.026	-0.181	CDKN1B	1027
2	15	A15	-0.09	sample	sample	2543660	2368910	2189570	2368910	2367380	0.983	0.982	0.974	-0.025	-0.027	-0.038	GNE	10020
2	234	J18	-0.09	sample	sample	2575580	2367680	1734140	2367680	2225800	0.995	0.981	0.772	-0.007	-0.027	-0.374	CHUK	1147
2	200	I08	-0.1	sample	sample	2534920	2281120	2259210	2281120	2358416.66666667	0.979	0.945	1.01	-0.03	-0.081	0.007	TGFBR2	7048
2	327	N15	-0.1	sample	sample	2534590	2326530	2599160	2534590	2486760	0.979	0.964	1.16	-0.031	-0.053	0.21	FGFR4	2264
3	205	I13	-0.1	sample	sample	2829380	2580630	2350250	2580630	2586753.33333333	0.979	0.958	0.991	-0.031	-0.062	-0.013	MAP2K1	5604
