marker	target	nA	nB	med.grpA	med.grpB	min.grpA	min.grpB	cles	wilcox.p	wilcox_fdr
CDKN2A_1029_ENSG00000147889	TAB1_ENSG00000100324	4	8	0.125	0.45	-0.42	-0.36	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	MAP3K8_ENSG00000107968	4	8	-0.64	-0.355	-0.89	-1.68	0.640625	0.248075906610487	0.811363636363637
CDKN2A_1029_ENSG00000147889	MAP3K9_ENSG00000006432	4	8	-0.575	-1.3	-1.68	-2.56	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	MAP4K1_ENSG00000104814	4	8	-0.4	-0.68	-1.72	-1.29	0.4375	0.664708552764695	0.999571710185555
CDKN2A_1029_ENSG00000147889	MAP4K2_ENSG00000168067	4	8	-0.31	0.34	-1.06	-0.52	0.75	0.107070707070707	0.728080808080808
CDKN2A_1029_ENSG00000147889	MAP4K3_ENSG00000011566	4	8	-1.905	-0.965	-4.06	-1.92	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	MAP4K4_ENSG00000071054	4	8	1.04	0.82	0.7	-0.08	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	MAP4K5_ENSG00000012983	4	8	-0.345	0.35	-1.21	-2.57	0.71875	0.141414141414141	0.738802660753878
CDKN2A_1029_ENSG00000147889	MAPK1_ENSG00000100030	4	8	-2.07	-0.9	-3.22	-1.97	0.84375	0.0363636363636364	0.649837540036897
CDKN2A_1029_ENSG00000147889	MAPK10_ENSG00000109339	4	8	0.305	-0.04	0.3	-0.43	0.34375	0.82530314425508	1
CDKN2A_1029_ENSG00000147889	MAPK11_ENSG00000185386	4	8	-0.06	0.155	-1.39	-0.52	0.71875	0.141414141414141	0.738802660753878
CDKN2A_1029_ENSG00000147889	MAPK12_ENSG00000188130	4	8	0.505	0.65	-0.65	-0.44	0.640625	0.248075906610487	0.811363636363637
CDKN2A_1029_ENSG00000147889	MAPK13_ENSG00000156711	4	8	1.07	0.775	0.67	0.27	0.3125	0.858585858585859	1
CDKN2A_1029_ENSG00000147889	MAPK14_ENSG00000112062	4	8	-0.39	0.6	-1	0.2	0.96875	0.00404040404040404	0.331628181543331
CDKN2A_1029_ENSG00000147889	MAPK3_ENSG00000102882	4	8	-0.21	-1.115	-3.21	-2.4	0.328125	0.84633382579075	1
CDKN2A_1029_ENSG00000147889	MAPK4_ENSG00000141639	4	8	-0.505	-0.77	-1.87	-3.46	0.5	0.533333333333333	0.95015912763432
CDKN2A_1029_ENSG00000147889	MAPK6_ENSG00000069956	4	8	0.26	0.04	-0.07	-1.13	0.34375	0.82530314425508	1
CDKN2A_1029_ENSG00000147889	MAPK7_ENSG00000166484	4	8	0.9	0.96	0.77	0.29	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	MAPK8_ENSG00000107643	4	8	0.915	0.585	0.6	-0.38	0.234375	0.937146605769064	1
CDKN2A_1029_ENSG00000147889	MAPK9_ENSG00000050748	4	8	1.125	1.185	0.66	0.41	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	MAPKAPK2_ENSG00000162889	4	8	0.85	0.085	-0.62	-1.87	0.25	0.923232323232323	1
CDKN2A_1029_ENSG00000147889	MAPKAPK3_ENSG00000114738	4	8	-0.6	1.58	-3.34	-2.76	0.71875	0.134383776492117	0.738802660753878
CDKN2A_1029_ENSG00000147889	MAPKAPK5_ENSG00000089022	4	8	-0.405	-0.16	-2.3	-1.48	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	MARK1_ENSG00000116141	4	8	0.435	0.335	-0.56	-1.46	0.5	0.533333333333333	0.95015912763432
CDKN2A_1029_ENSG00000147889	MARK2_ENSG00000072518	4	8	0.23	-0.15	-0.82	-2.09	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	MARK3_ENSG00000075413	4	8	-1.93	-1.695	-2.35	-2.66	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	MARK4_ENSG00000007047	4	8	-1.1	-1.275	-2.34	-1.71	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	MAST2_ENSG00000086015	4	8	-0.55	-0.315	-1.16	-1.62	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	MAST3_ENSG00000099308	4	8	0.485	0.49	-0.31	-0.11	0.5	0.53389698311206	0.95015912763432
CDKN2A_1029_ENSG00000147889	MAST4_ENSG00000069020	4	8	0.705	0.57	0.1	0.16	0.46875	0.60071911849759	0.988279840108938
CDKN2A_1029_ENSG00000147889	MASTL_ENSG00000120539	4	8	-0.785	-0.19	-2.66	-0.82	0.75	0.107070707070707	0.728080808080808
CDKN2A_1029_ENSG00000147889	MATK_ENSG00000007264	4	8	-0.1	-0.375	-1.1	-1.1	0.421875	0.695120600387787	1
CDKN2A_1029_ENSG00000147889	MELK_ENSG00000165304	4	8	0.51	0.56	0.39	-1.6	0.5625	0.39928088150241	0.8996408996409
CDKN2A_1029_ENSG00000147889	MERTK_ENSG00000153208	4	8	-1.155	-0.155	-2.51	-4.18	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	MET_ENSG00000105976	4	8	0.23	0.54	-1.1	-0.94	0.71875	0.134383776492117	0.738802660753878
CDKN2A_1029_ENSG00000147889	TBCK_ENSG00000145348	4	8	-1.015	0.205	-1.86	-0.42	0.96875	0.00681215076043875	0.422172949002217
CDKN2A_1029_ENSG00000147889	NIM1K_ENSG00000177453	4	8	0.445	0.265	0	-1.6	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	DCLK2_ENSG00000170390	4	8	-0.09	-0.29	-0.33	-1.21	0.3125	0.858585858585859	1
CDKN2A_1029_ENSG00000147889	STK40_ENSG00000196182	4	8	-0.425	-0.3325	-1.02	-1.225	0.5	0.533333333333333	0.95015912763432
CDKN2A_1029_ENSG00000147889	CAMKV_ENSG00000164076	4	8	-1.08	-0.165	-1.72	-0.8	0.8125	0.0545454545454545	0.695454545454545
CDKN2A_1029_ENSG00000147889	ALPK3_ENSG00000136383	4	8	0.31	0.12	-0.39	-1.29	0.3125	0.865616223507883	1
CDKN2A_1029_ENSG00000147889	MINK1_ENSG00000141503	4	8	-1.565	-1.245	-2.91	-1.76	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	MKNK1_ENSG00000079277	4	8	0.41	0.735	-0.68	-0.25	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	MKNK2_ENSG00000099875	4	8	0.49	0.46	0.19	-0.75	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	MYLK3_ENSG00000140795	4	8	0.065	0.08	-0.35	-1.57	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	MOS_ENSG00000172680	4	8	0.03	0.125	-0.81	-0.57	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	MPP1_ENSG00000130830	4	8	0.74	0.31	0.42	-0.92	0.21875	0.945454545454545	1
CDKN2A_1029_ENSG00000147889	MPP2_ENSG00000108852	4	8	-0.32	-0.98	-1.06	-1.4	0.25	0.925937161449478	1
CDKN2A_1029_ENSG00000147889	MPP3_ENSG00000161647	4	8	0.12	-1.075	-0.28	-3.02	0.15625	0.975757575757576	1
CDKN2A_1029_ENSG00000147889	MST1R_ENSG00000164078	4	8	-1.195	-0.43	-2.31	-1.31	0.625	0.284848484848485	0.811363636363637
CDKN2A_1029_ENSG00000147889	AGK_ENSG00000006530	4	8	-0.175	-0.235	-0.94	-1.29	0.5	0.533333333333333	0.95015912763432
CDKN2A_1029_ENSG00000147889	MUSK_ENSG00000030304	4	8	-0.58	-1.41	-2.02	-2.38	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	MVK_ENSG00000110921	4	8	0.13	0.39	-1.81	-0.76	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	MYLK_ENSG00000065534	4	8	-0.17	-0.835	-1.73	-3.81	0.25	0.923232323232323	1
CDKN2A_1029_ENSG00000147889	MYLK2_ENSG00000101306	4	8	-3.59	-2.03	-5.52	-4.28	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	MYO3A_ENSG00000095777	4	8	-0.385	-0.275	-1.44	-1.91	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	MYO3B_ENSG00000071909	4	8	0.41	0.54	0.13	-0.05	0.53125	0.46610301688794	0.917064220183487
CDKN2A_1029_ENSG00000147889	N4BP2_ENSG00000078177	4	8	0.555	0.825	0.38	-0.16	0.671875	0.197469036968352	0.785524030110016
CDKN2A_1029_ENSG00000147889	NAGK_ENSG00000124357	4	8	-2.095	0.115	-2.59	-2.34	0.8125	0.0545454545454545	0.695454545454545
CDKN2A_1029_ENSG00000147889	NEK1_ENSG00000137601	4	8	0.37	-0.075	-0.07	-2.63	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	NEK11_ENSG00000114670	4	8	-3.175	-1.155	-4.35	-2.07	0.75	0.107070707070707	0.728080808080808
CDKN2A_1029_ENSG00000147889	NEK2_ENSG00000117650	4	8	-0.82	-0.285	-1.53	-1.42	0.75	0.107070707070707	0.728080808080808
CDKN2A_1029_ENSG00000147889	NEK3_ENSG00000136098	4	8	-2	-0.875	-3.5	-2.06	0.84375	0.0363636363636364	0.649837540036897
CDKN2A_1029_ENSG00000147889	NEK4_ENSG00000114904	4	8	-0.15	-0.32	-0.61	-1.34	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	NEK5_ENSG00000197168	4	8	0.515	0.35	0.23	-1.72	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	NEK6_ENSG00000119408	4	8	0.065	1.03	-0.78	0.61	0.96875	0.00404040404040404	0.331628181543331
CDKN2A_1029_ENSG00000147889	NEK7_ENSG00000151414	4	8	-0.465	-0.43	-1.38	-2.04	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	NEK8_ENSG00000160602	4	8	-2.565	-2.055	-4.44	-3.75	0.6875	0.174696855744921	0.763143058491896
CDKN2A_1029_ENSG00000147889	NEK9_ENSG00000119638	4	8	0.28	-0.045	-1.17	-1.27	0.390625	0.752302792257588	1
CDKN2A_1029_ENSG00000147889	NLK_ENSG00000087095	4	8	-0.395	-0.6	-1.46	-2	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	NME1_ENSG00000239672	4	8	-0.805	0.82	-1.28	-0.09	0.9375	0.00808080808080808	0.422172949002217
CDKN2A_1029_ENSG00000147889	NME1.NME2_ENSG00000243678	4	8	0.855	0.35	0.75	-0.59	0.25	0.923232323232323	1
CDKN2A_1029_ENSG00000147889	NME3_ENSG00000103024	4	8	0.095	0.23	-0.68	-0.49	0.625	0.284848484848485	0.811363636363637
CDKN2A_1029_ENSG00000147889	NME4_ENSG00000103202	4	8	0.205	0.46	-0.53	-0.05	0.8125	0.0545454545454545	0.695454545454545
CDKN2A_1029_ENSG00000147889	NME5_ENSG00000112981	4	8	1.305	1.11	0.75	0.09	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	NME6_ENSG00000172113	4	8	-0.395	-0.52	-1.43	-1.87	0.421875	0.695120600387787	1
CDKN2A_1029_ENSG00000147889	NME7_ENSG00000143156	4	8	0.715	0.68	-0.18	-0.78	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	NPR2_ENSG00000159899	4	8	0.65	0.25	-0.34	0.04	0.40625	0.715151515151515	1
CDKN2A_1029_ENSG00000147889	NRBP1_ENSG00000115216	4	8	-0.02	-0.205	-0.46	-1.18	0.46875	0.595959595959596	0.988279840108938
CDKN2A_1029_ENSG00000147889	NRBP2_ENSG00000260533	4	8	-1.445	-0.87	-5.65	-2.41	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	NRK_ENSG00000123572	4	8	-0.52	-0.36	-2.16	-2.17	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	NTRK1_ENSG00000198400	4	8	-0.3	-0.28	-0.99	-2.16	0.484375	0.567549691431994	0.988279840108938
CDKN2A_1029_ENSG00000147889	NTRK2_ENSG00000148053	4	8	0.96	1.065	0.55	0.34	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	NTRK3_ENSG00000140538	4	8	0.68	1.08	0.26	0.55	0.78125	0.0767676767676768	0.724389267120545
CDKN2A_1029_ENSG00000147889	NUCKS1_ENSG00000069275	4	8	0.52	0.845	0.38	0.49	0.875	0.0242424242424242	0.580347689839472
CDKN2A_1029_ENSG00000147889	NUP62_ENSG00000213024	4	8	-2.665	-1.81	-3.25	-3	0.890625	0.0205920815776947	0.580347689839472
CDKN2A_1029_ENSG00000147889	TPD52L3_ENSG00000170777	4	8	0.15	0.225	-0.31	-1.64	0.53125	0.466043535614895	0.917064220183487
CDKN2A_1029_ENSG00000147889	OXSR1_ENSG00000172939	4	8	0.31	-0.21	0.17	-1.09	0.15625	0.975757575757576	1
CDKN2A_1029_ENSG00000147889	PIK3R5_ENSG00000141506	4	8	-1.68	-0.705	-3.34	-2.04	0.75	0.100969900846986	0.728080808080808
CDKN2A_1029_ENSG00000147889	SCYL3_ENSG00000000457	4	8	-0.455	0.89	-1.38	-0.8	0.875	0.0242424242424242	0.580347689839472
CDKN2A_1029_ENSG00000147889	PACSIN1_ENSG00000124507	4	8	0.625	0.005	0.12	-3.08	0.3125	0.858585858585859	1
CDKN2A_1029_ENSG00000147889	PAK1_ENSG00000149269	4	8	-1.34	-2.055	-2.09	-3.06	0.328125	0.84633382579075	1
CDKN2A_1029_ENSG00000147889	PAK2_ENSG00000180370	4	8	0.025	0.04	-0.71	-2.12	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	PAK3_ENSG00000077264	4	8	-0.755	-0.055	-3.01	-1.18	0.71875	0.141414141414141	0.738802660753878
CDKN2A_1029_ENSG00000147889	PAK4_ENSG00000130669	4	8	-0.57	0.39	-2.13	-1.48	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	PAK6_ENSG00000137843	4	8	0.305	0.445	-0.77	-0.75	0.625	0.284848484848485	0.811363636363637
CDKN2A_1029_ENSG00000147889	PAK7_ENSG00000101349	4	8	0.26	0.655	-0.69	-0.31	0.71875	0.141414141414141	0.738802660753878
CDKN2A_1029_ENSG00000147889	PANK1_ENSG00000152782	4	8	0.92	0.635	0.64	-0.03	0.46875	0.595959595959596	0.988279840108938
CDKN2A_1029_ENSG00000147889	PANK2_ENSG00000125779	4	8	0.55	-1.045	-0.28	-2.3	0.09375	0.991919191919192	1
CDKN2A_1029_ENSG00000147889	PANK3_ENSG00000120137	4	8	0.39	0.49	0.28	-0.16	0.5	0.533333333333333	0.95015912763432
CDKN2A_1029_ENSG00000147889	PANK4_ENSG00000157881	4	8	-2.405	-1.525	-2.46	-2.76	0.671875	0.197469036968352	0.785524030110016
CDKN2A_1029_ENSG00000147889	PAPSS1_ENSG00000138801	4	8	0.215	-0.165	-0.53	-1.47	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	PAPSS2_ENSG00000198682	4	8	-0.425	-0.365	-0.92	-1.66	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	PASK_ENSG00000115687	4	8	-0.33	-0.125	-2.09	-1.76	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	PCK1_ENSG00000124253	4	8	-1.62	-1.015	-2.76	-1.76	0.78125	0.0767676767676768	0.724389267120545
CDKN2A_1029_ENSG00000147889	PCK2_ENSG00000100889	4	8	0.45	0.335	-0.34	-0.4	0.5	0.53389698311206	0.95015912763432
CDKN2A_1029_ENSG00000147889	CDK16_ENSG00000102225	4	8	-0.95	0.115	-2.25	-1.99	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	CDK17_ENSG00000059758	4	8	-0.12	0.27	-5	-1.54	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	CDK18_ENSG00000117266	4	8	-2.715	-0.46	-6.17	-2	0.921875	0.0134898839717919	0.513405238828966
CDKN2A_1029_ENSG00000147889	PDGFRA_ENSG00000134853	4	8	-0.72	-0.75	-1.75	-3.03	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	PDGFRB_ENSG00000113721	4	8	-0.515	-1.08	-1.72	-4.28	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	PDGFRL_ENSG00000104213	4	8	0.675	0.12	0.38	-0.3	0.15625	0.975757575757576	1
CDKN2A_1029_ENSG00000147889	PDIK1L_ENSG00000175087	4	8	0.445	0.57	-0.25	-0.13	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	PDK1_ENSG00000152256	4	8	0.06	0.645	-0.97	0.21	0.96875	0.00404040404040404	0.331628181543331
CDKN2A_1029_ENSG00000147889	PDK2_ENSG00000005882	4	8	-0.51	-0.42	-1.35	-1.44	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	PDK3_ENSG00000067992	4	8	0.175	0.14	-0.53	-1.2	0.4375	0.658585858585859	0.998365823843532
CDKN2A_1029_ENSG00000147889	PDK4_ENSG00000004799	4	8	-0.045	-0.825	-1.02	-1.16	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	PDPK1_ENSG00000140992	4	8	0.36	-0.185	-0.23	-0.9	0.25	0.923232323232323	1
CDKN2A_1029_ENSG00000147889	PDXK_ENSG00000160209	4	8	0.435	0.94	0.06	0.19	0.78125	0.0767676767676768	0.724389267120545
CDKN2A_1029_ENSG00000147889	PFKFB1_ENSG00000158571	4	8	-2.2	-1.365	-2.77	-2.82	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	PFKFB2_ENSG00000123836	4	8	0.565	0.105	0.08	-0.37	0.25	0.923232323232323	1
CDKN2A_1029_ENSG00000147889	PFKFB3_ENSG00000170525	4	8	-0.8	-0.855	-3.02	-2.03	0.484375	0.567549691431994	0.988279840108938
CDKN2A_1029_ENSG00000147889	PFKFB4_ENSG00000114268	4	8	-1.545	-1.3	-2.59	-2.78	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	PFKL_ENSG00000141959	4	8	-1.065	0.905	-2.12	-0.47	0.84375	0.0363636363636364	0.649837540036897
CDKN2A_1029_ENSG00000147889	PFKM_ENSG00000152556	4	8	0.425	0.825	0.06	0.11	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	PFKP_ENSG00000067057	4	8	-1.11	-0.69	-2.77	-1.36	0.703125	0.15366617420925	0.763143058491896
CDKN2A_1029_ENSG00000147889	CDK14_ENSG00000058091	4	8	-0.68	-1.395	-5.45	-3.4	0.40625	0.715151515151515	1
CDKN2A_1029_ENSG00000147889	PGK1_ENSG00000102144	4	8	-0.83	0.335	-1.44	-0.8	0.875	0.0242424242424242	0.580347689839472
CDKN2A_1029_ENSG00000147889	PGK2_ENSG00000170950	4	8	0.745	0.415	0.55	-0.13	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	PHKA1_ENSG00000067177	4	8	0.78	1.125	0.35	0.72	0.734375	0.116831732478345	0.738802660753878
CDKN2A_1029_ENSG00000147889	PHKA2_ENSG00000044446	4	8	0.455	-0.315	-0.44	-1.05	0.1875	0.963636363636364	1
CDKN2A_1029_ENSG00000147889	PHKB_ENSG00000102893	4	8	0.275	0.365	-0.23	-0.91	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	PHKG1P1_ENSG00000226075	4	8	0.04	-0.125	-1.62	-1.73	0.390625	0.751924093389513	1
CDKN2A_1029_ENSG00000147889	PHKG2_ENSG00000156873	4	8	0.07	0.54	-0.26	-1.34	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	PI4K2B_ENSG00000038210	4	8	-0.865	-1.46	-6.57	-3.02	0.375	0.76969696969697	1
CDKN2A_1029_ENSG00000147889	PI4K2A_ENSG00000155252	4	8	0.7	0.855	0.06	0.45	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	PIK3C2A_ENSG00000011405	4	8	-2.49	-3.215	-3.57	-6.15	0.375	0.76969696969697	1
CDKN2A_1029_ENSG00000147889	PIK3C2B_ENSG00000133056	4	8	0.1	0.1	-0.57	-1.68	0.515625	0.5	0.95015912763432
CDKN2A_1029_ENSG00000147889	PIK3C2G_ENSG00000139144	4	8	-0.275	-1.01	-4.27	-1.79	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	PIK3C3_ENSG00000078142	4	8	0.255	0.16	-0.02	-1.03	0.375	0.76969696969697	1
CDKN2A_1029_ENSG00000147889	PIK3CA_ENSG00000121879	4	8	0.755	0.475	0.71	-0.14	0.296875	0.883168267521655	1
CDKN2A_1029_ENSG00000147889	PIK3CB_ENSG00000051382	4	8	-0.56	-0.33	-1.01	-1.99	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	PIK3CD_ENSG00000171608	4	8	0.435	0.715	0.25	0.29	0.8125	0.0545454545454545	0.695454545454545
CDKN2A_1029_ENSG00000147889	PIK3CG_ENSG00000105851	4	8	-1.27	-0.285	-1.47	-1	0.96875	0.00404040404040404	0.331628181543331
CDKN2A_1029_ENSG00000147889	PIK3R1_ENSG00000145675	4	8	0.79	0.9	0.64	-0.48	0.671875	0.197469036968352	0.785524030110016
CDKN2A_1029_ENSG00000147889	PIK3R2_ENSG00000105647	4	8	0.32	0.64	-0.1	-1.02	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	PIK3R3_ENSG00000117461	4	8	0.655	0.79	-0.47	0.19	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	PIK3R4_ENSG00000196455	4	8	-0.665	-0.185	-1.88	-0.85	0.71875	0.141414141414141	0.738802660753878
CDKN2A_1029_ENSG00000147889	PI4KA_ENSG00000241973	4	8	-1.835	-1.185	-2.11	-2.4	0.609375	0.304879399612213	0.850327700480938
CDKN2A_1029_ENSG00000147889	PI4KB_ENSG00000143393	4	8	-0.205	-0.125	-0.94	-1.49	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	PIM1_ENSG00000137193	4	8	0.24	0.25	-0.24	-0.34	0.5625	0.404040404040404	0.8996408996409
CDKN2A_1029_ENSG00000147889	PIM2_ENSG00000102096	4	8	-0.75	-0.085	-2.24	-1	0.59375	0.341414141414141	0.852341597796142
CDKN2A_1029_ENSG00000147889	PIM3_ENSG00000198355	4	8	-0.015	-0.115	-0.72	-1.07	0.515625	0.5	0.95015912763432
CDKN2A_1029_ENSG00000147889	PINK1_ENSG00000158828	4	8	-0.215	-0.79	-1.19	-1.71	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	PIP5K1A_ENSG00000143398	4	8	-0.35	0.725	-1.1	-0.14	0.84375	0.0370122221683013	0.649837540036897
CDKN2A_1029_ENSG00000147889	PIP5K1B_ENSG00000107242	4	8	0.58	0.26	0.29	-0.52	0.28125	0.892929292929293	1
CDKN2A_1029_ENSG00000147889	PIP5K1C_ENSG00000186111	4	8	0.75	0.655	0.17	-0.48	0.5625	0.398758149295979	0.8996408996409
CDKN2A_1029_ENSG00000147889	PIP4K2A_ENSG00000150867	4	8	0.89	1.085	0.12	-0.05	0.5625	0.39928088150241	0.8996408996409
CDKN2A_1029_ENSG00000147889	PIP4K2B_ENSG00000141720	4	8	-0.925	-1.535	-3.02	-3.15	0.265625	0.91326118194834	1
CDKN2A_1029_ENSG00000147889	PIP4K2C_ENSG00000166908	4	8	0.51	0.375	0.34	-1.18	0.40625	0.715151515151515	1
CDKN2A_1029_ENSG00000147889	PIKFYVE_ENSG00000115020	4	8	-0.295	-0.225	-1.02	-2.31	0.5	0.533333333333333	0.95015912763432
CDKN2A_1029_ENSG00000147889	PIP5KL1_ENSG00000167103	4	8	0.465	0.465	-1.61	-0.42	0.625	0.284848484848485	0.811363636363637
CDKN2A_1029_ENSG00000147889	PKIA_ENSG00000171033	4	8	0.585	0.645	0.39	-0.2	0.515625	0.5	0.95015912763432
CDKN2A_1029_ENSG00000147889	PKIB_ENSG00000135549	4	8	-0.825	0.06	-1.89	-0.55	0.8125	0.0545454545454545	0.695454545454545
CDKN2A_1029_ENSG00000147889	PKLR_ENSG00000262785	4	8	-0.155	-0.645	-1.38	-2.12	0.296875	0.883168267521655	1
CDKN2A_1029_ENSG00000147889	PKM_ENSG00000067225	4	8	-0.66	-0.315	-1.69	-1.6	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	PKMYT1_ENSG00000127564	4	8	-0.265	0.055	-0.4	-0.6	0.640625	0.247697207742412	0.811363636363637
CDKN2A_1029_ENSG00000147889	PKN3_ENSG00000160447	4	8	-0.2	-0.32	-1.56	-1.5	0.46875	0.595959595959596	0.988279840108938
CDKN2A_1029_ENSG00000147889	PLK1_ENSG00000166851	4	8	-7.67	-4.085	-12.37	-5.49	0.8125	0.0545454545454545	0.695454545454545
CDKN2A_1029_ENSG00000147889	PLK2_ENSG00000145632	4	8	-0.375	-0.18	-0.91	-0.58	0.625	0.284848484848485	0.811363636363637
CDKN2A_1029_ENSG00000147889	PLK3_ENSG00000173846	4	8	-0.09	-0.25	-0.75	-1.23	0.5	0.53389698311206	0.95015912763432
CDKN2A_1029_ENSG00000147889	PLK4_ENSG00000142731	4	8	-1.86	-1.31	-2.01	-3.38	0.53125	0.466666666666667	0.917064220183487
CDKN2A_1029_ENSG00000147889	PMVK_ENSG00000163344	4	8	-2.155	-0.545	-3.18	-1.87	0.90625	0.0141414141414141	0.513405238828966
CDKN2A_1029_ENSG00000147889	PNCK_ENSG00000130822	4	8	0.55	-0.135	-0.3	-0.82	0.125	0.985858585858586	1
CDKN2A_1029_ENSG00000147889	PNKP_ENSG00000039650	4	8	-1.865	-1.5	-4.99	-2.6	0.625	0.284848484848485	0.811363636363637
CDKN2A_1029_ENSG00000147889	PRKAA1_ENSG00000132356	4	8	0.86	0.57	0.65	-0.33	0.296875	0.883168267521655	1
CDKN2A_1029_ENSG00000147889	PRKAA2_ENSG00000162409	4	8	0.405	-0.28	-1.53	-1.46	0.34375	0.816161616161616	1
CDKN2A_1029_ENSG00000147889	PRKAB1_ENSG00000111725	4	8	-0.43	-0.895	-1.34	-2.85	0.46875	0.595959595959596	0.988279840108938
CDKN2A_1029_ENSG00000147889	PRKAB2_ENSG00000131791	4	8	-0.985	-0.505	-2.56	-1.82	0.6875	0.183838383838384	0.763143058491896
CDKN2A_1029_ENSG00000147889	PRKACA_ENSG00000072062	4	8	-1.435	-0.95	-2.04	-1.55	0.65625	0.23030303030303	0.785524030110016
CDKN2A_1029_ENSG00000147889	PRKACB_ENSG00000142875	4	8	0.4	0.41	-0.02	-0.17	0.46875	0.595959595959596	0.988279840108938
CDKN2A_1029_ENSG00000147889	PRKACG_ENSG00000165059	4	8	-0.06	0.385	-0.81	-1.31	0.75	0.107070707070707	0.728080808080808
CDKN2A_1029_ENSG00000147889	PRKAG1_ENSG00000181929	4	8	0.37	0.475	0.13	-0.24	0.4375	0.664708552764695	0.999571710185555
CDKN2A_1029_ENSG00000147889	PRKAG2_ENSG00000106617	4	8	0.665	0.68	0.37	0.24	0.53125	0.466666666666667	0.917064220183487
